Product Name,Product Price,Product Quantity,Product Brand,Product Category,Product Tag,Product Discount,Link to Product,Discounted Price
pepperidge farm goldfish cheddar 187g,14.5,17,pepperidge farm,"['biscuits & cookies', 'christmas fair', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","['biscuits', 'christmas fair', 'cookies', 'groceries', 'pantry', 'pepperidge farm', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/pepperidge-farm-goldfish-cheddar-187g,
prego carbonara mushroom 290g,5.95,28,prego,"['cny fair', 'condiments & salad dressings', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['cny fair', 'condiments', 'groceries', 'on sale', 'pantry', 'pasta sauces', 'prego', 'sauces']",5.0,https://vsj.bites.com.my/collections/groceries/products/prego-carbonara-mushroom-290g,5.68
knorr chicken cube 12cubes,5.9,10,knorr,"['cooking ingredients', 'except alcohol', 'groceries', 'herbs & spices', 'pantry']","['groceries', 'knorr', 'pantry', 'seasoning']",0.0,https://vsj.bites.com.my/collections/groceries/products/knorr-chicken-cube-12cubes,
maggi chili sauce 340g,4.35,34,maggi,"['condiments & salad dressings', 'except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['chilli sauce', 'condiments', 'groceries', 'maggi', 'pantry', 'sauces']",0.0,https://vsj.bites.com.my/collections/groceries/products/maggi-chili-sauce-340g,
hosen lychee 565g,10.1,68,hosen,"['cny fair', 'except alcohol', 'groceries', 'pantry']","['canned fruits', 'cny fair', 'groceries', 'hosen', 'on sale', 'pantry']",13.0,https://vsj.bites.com.my/collections/groceries/products/hosen-lychee-565g,8.88
barilla angel hair no.1 500g,8.15,20,barilla,"['except alcohol', 'groceries', 'pantry', 'pasta', 'pasta', 'rice & noodles']","['barilla', 'groceries', 'on sale', 'pantry', 'pasta']",11.0,https://vsj.bites.com.my/collections/groceries/products/barilla-angel-hair-no-1-500g,7.28
san remo vermicelli no.2 500gm,5.3,4,san remo,"['christmas fair', 'cny fair', 'except alcohol', 'groceries', 'pantry', 'pasta', 'pasta', 'rice & noodles']","['christmas fair', 'cny fair', 'groceries', 'noodles', 'on sale', 'pantry', 'pasta', 'san remo', 'vermicelli']",12.0,https://vsj.bites.com.my/collections/groceries/products/san-remo-vermicelli-no-2-500gm,4.68
arnotts scotch finger 250g,15.75,8,arnott's,"['biscuits & cookies', 'except alcohol', 'groceries', 'pantry', 'snacks & sweets']","[""arnott's"", 'biscuits', 'cookies', 'groceries', 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/arnotts-scotch-finger-250g,
sprite 1.5l,4.5,9,coca-cola,"['beverages', 'carbonated drinks', 'except alcohol', 'groceries']","['beverages', 'carbonated drinks', 'groceries', 'on sale', 'soda', 'sprite']",16.0,https://vsj.bites.com.my/collections/groceries/products/sprite-1-5l,3.78
sedaap mie goreng asli 5x90g,7.1,39,mi sedaap,"['canned food & instant meals', 'except alcohol', 'groceries', 'pantry']","['groceries', 'instant meals', 'instant noodles', 'mi sedaap', 'on sale', 'pantry']",12.0,https://vsj.bites.com.my/collections/groceries/products/sedaap-mie-goreng-asli-5x90g,6.29
ikan bilis kopek belah putih tempatan +/-100g,10.75,37,bites shop,"['except alcohol', 'groceries', 'nuts', 'seeds & dried goods', 'pantry']","['anchovies', 'dried goods', 'dried seafood', 'groceries', 'ikan bilis', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/ikan-bilis-kopek-belah-putih-tempatan-100g,
spritzer sparkling mineral water 1l,3.9,49,spritzer,"['beverages', 'except alcohol', 'groceries', 'water']","['beverages', 'groceries', 'mineral water', 'spritzer', 'water']",0.0,https://vsj.bites.com.my/collections/groceries/products/spritzer-sparkling-mineral-water-1l,
maknyonya instant chicken curry sauce 200g,6.9,7,mak nyonya,"['cooking ingredients', 'except alcohol', 'groceries', 'herbs & spices', 'pantry', 'sauces', 'oil & vinegar']","['groceries', 'mak nyonya', 'pantry', 'sauces', 'seasoning']",0.0,https://vsj.bites.com.my/collections/groceries/products/maknyonya-instant-chicken-curry-sauce-200g,
tong garden salted peanuts 365gm,10.9,24,tong garden,"['cny fair', 'except alcohol', 'groceries', 'nuts', 'seeds & dried goods', 'pantry', 'snacks & sweets']","['cny fair', 'groceries', 'nuts', 'on sale', 'pantry', 'snacks', 'tong garden']",6.0,https://vsj.bites.com.my/collections/groceries/products/tong-garden-salted-peanuts-365gm,10.28
tong garden nutrione roasted salted pistachio 85g,9.5,5,tong garden,"['except alcohol', 'groceries', 'nuts', 'seeds & dried goods', 'pantry', 'snacks & sweets']","['groceries', 'nuts', 'on sale', 'pantry', 'snacks', 'tong garden']",11.0,https://vsj.bites.com.my/collections/groceries/products/tong-garden-nutrione-roasted-salted-pistachio-85g,8.48
maggi oyster sauce 500g,7.9,11,maggi,"['except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['groceries', 'maggi', 'on sale', 'oyster sauce', 'pantry', 'sauces']",8.0,https://vsj.bites.com.my/collections/groceries/products/maggi-oyster-sauce-500g,7.28
maggi oyster sauce 340g,6.0,16,maggi,"['except alcohol', 'groceries', 'pantry', 'sauces', 'oil & vinegar']","['groceries', 'maggi', 'oyster sauce', 'pantry', 'sauces']",0.0,https://vsj.bites.com.my/collections/groceries/products/maggi-oyster-sauce-340g,
jasmine super 5 (import) 5kg,22.35,3,jasmine,"['except alcohol', 'groceries', 'pantry', 'pasta', 'rice & noodles', 'rice']","['grains', 'groceries', 'jasmine', 'on sale', 'pantry', 'rice']",12.0,https://vsj.bites.com.my/collections/groceries/products/jasmine-super-5-import-5kg,19.88
cirio whole peeled tomato 3x400gm,22.85,13,cirio,"['canned food & instant meals', 'christmas fair', 'except alcohol', 'groceries', 'pantry']","['canned food', 'christmas fair', 'cirio', 'groceries', 'instant meals', 'pantry']",0.0,https://vsj.bites.com.my/collections/groceries/products/cirio-whole-peeled-tomato-3x400gm,
arnotts mint slice choc biscuits 200g,15.75,11,arnotts,"['biscuits & cookies', 'except alcohol', 'groceries', 'october deals', 'pantry', 'snacks & sweets']","[""arnott's"", 'biscuits', 'cookies', 'groceries', 'october deals', 'pantry', 'snacks']",0.0,https://vsj.bites.com.my/collections/groceries/products/arnotts-mint-slice-choc-biscuits-200g,
